Sat Jul 09 01:52:48 +0000 2016,1468029168968,751594925976743936,thissgirll_kier,Gastroenteritis,43.025,-108.379,@cnicolechurchey I think I can't have gluten. I get really sick and my stomach get big like o have a food baby 😂😂
Sat Jul 09 01:53:09 +0000 2016,1468029189122,751595010508849152,CurcuitBlock,Gastroenteritis,43.025,-108.379,"I feel confused, sad, and lost... Idk why though, I almost feel sick, my stomach is tight and  tense as well. What's wrong with me?"
Sat Jul 09 01:53:11 +0000 2016,1468029191432,751595020197752832,LAURuhhh,Gastroenteritis,43.025,-108.379,Never ever will I leave my kids alone.. This makes my stomach sick 😔 https://t.co/SVRzp7KAWB
Sat Jul 09 01:53:14 +0000 2016,1468029194689,751595033858572288,resendez_,Gastroenteritis,43.025,-108.379,Sick to my stomach waiting for Nathan at work.
Sat Jul 09 01:53:23 +0000 2016,1468029203913,751595072546758660,nandamaharani,Influenza,43.025,-108.379,Papa udh terserang flu berat. Siap2 aja ini siiih..aah banyak2 makan sama tidurrrr 😪😪😪
Sat Jul 09 01:53:31 +0000 2016,1468029211418,751595104024965120,jaydabap_,Gastroenteritis,43.025,-108.379,people make me sick to my stomach
Sat Jul 09 01:53:35 +0000 2016,1468029215875,751595122718937088,Naalonely,Gastroenteritis,43.025,-108.379,I feel sick in the stomach and ugh I can't do this.
Sat Jul 09 01:53:44 +0000 2016,1468029224651,751595159528300544,SmaceyNicole,Influenza,43.025,-108.379,Pretty sure I have the flu too but that's not gonna stop me from seeing bae😍 @leebrice
Sat Jul 09 01:53:53 +0000 2016,1468029233353,751595196027023364,dnnn_,Influenza,43.025,-108.379,"i've been down with high fever, migraine and flu the past two days and I am sure as hell don't want it ruining my weekend"
Sat Jul 09 01:54:00 +0000 2016,1468029240309,751595225202757633,BrittneyPetri,Gastroenteritis,43.025,-108.379,It makes me sick to my stomach knowing how little someone can give a fuck about me
Sat Jul 09 01:54:14 +0000 2016,1468029254164,751595283314667520,kelljxo,Gastroenteritis,43.025,-108.379,Makes me sick to my stomach and so sad to see all the hatred and violence in the world. It's got to stop.
Sat Jul 09 01:54:26 +0000 2016,1468029266219,751595333877063680,RatenaDelima,Acute Respiratory Illness,34.9803,-101.918,Flu and fever 😩
Sat Jul 09 01:54:28 +0000 2016,1468029268730,751595344408956928,fleg_bleebl,Influenza,34.9803,-101.918,@TBLumpkins i'd rather have the flu for a day than have a headache day
Sat Jul 09 01:54:36 +0000 2016,1468029276636,751595377569112065,catthherrineeee,Gastroenteritis,34.9803,-101.918,Just feel sick to my stomach it's cool tho
Sat Jul 09 01:54:39 +0000 2016,1468029279607,751595390030454784,Nataliaenyse,Gastroenteritis,34.9803,-101.918,"you've got to be kidding me, this is fucking gross, makes me sick to my stomach https://t.co/IiIDGVcADV"
Sat Jul 09 01:55:47 +0000 2016,1468029347174,751595673426862080,drealangelo,Influenza,34.9803,-101.918,Just when u thought ur flu is gone. U wake up stuffy #relapse
Sat Jul 09 01:55:50 +0000 2016,1468029350933,751595689193332736,RikiUnikaD,Influenza,34.9803,-101.918,Gara gara flu ditahan dlu minum dan makan yang dingin dingin
Sat Jul 09 01:55:52 +0000 2016,1468029352980,751595697778995200,EJsph,Influenza,34.9803,-101.918,"Getting woozy, the flu kind....... Not now!"
Sat Jul 09 01:56:02 +0000 2016,1468029362755,751595738778378240,elcidofvalencia,Gastroenteritis,34.9803,-101.918,@violetgraves_ @alimichael the more I think about you the more I become sick to my stomach omg
Sat Jul 09 01:55:52 +0000 2016,1468029352980,751595697778995200,EJsph,Influenza,34.9803,-101.918,"Getting woozy, the flu kind....... Not now!"
Sat Jul 09 01:56:18 +0000 2016,1468029378283,751595803907534848,HighhOffDope,Influenza,34.9803,-101.918,I'm glad the flu games came leather cause if it was that suede material I would have passed😷
Sat Jul 09 01:56:21 +0000 2016,1468029381033,751595815441801216,koriidaniellee,Gastroenteritis,34.9803,-101.918,"Haven't felt like this in years. Butterflies that make me sick to my stomach every time I see you. Only 3 words for that. I love you,♡"
Sat Jul 09 01:56:55 +0000 2016,1468029415151,751595958543069184,chloedaehne,Influenza,34.9803,-101.918,@notbrooooke I can bring you the flu and bad jokes
Sat Jul 09 01:57:09 +0000 2016,1468029429157,751596017288617984,LCtrey5_,Gastroenteritis,34.9803,-101.918,"Eatin' finga licking &amp; I had a stomach flu all week.

Life is great dawg."
Sat Jul 09 01:57:10 +0000 2016,1468029430620,751596023424880640,ygh_s,Influenza,34.9803,-101.918,Tablo caught the flu :( I caught the flu :(
Sat Jul 09 01:57:12 +0000 2016,1468029432719,751596032228818944,iamethereal_,Meningitis,34.9803,-101.918,jordans music be frying my brain cells i feel sick
Sat Jul 09 01:57:22 +0000 2016,1468029442960,751596075182592000,yorknewarc,Gastroenteritis,34.9803,-101.918,"gum
makes my stomach hurt
makes me sick
but i chew it"
Sat Jul 09 01:57:44 +0000 2016,1468029464149,751596164055756801,rescue100,Meningitis,34.9803,-101.918,3 am wide awake can't sleep bloody infection better go do one soon looks like a trip back to the doctor is on the cards. — feeling sick
Sat Jul 09 01:57:57 +0000 2016,1468029477499,751596220049661953,ImGillet,Gastroenteritis,34.9803,-101.918,Sick to my stomach
Sat Jul 09 01:58:08 +0000 2016,1468029488535,751596266337996800,griffinandblake,Gastroenteritis,34.9803,-101.918,The last time I called someone out I got called a rapist and felt so sick to my stomach I could barely sleep that night but ok.
Sat Jul 09 01:58:18 +0000 2016,1468029498528,751596308251705345,footballfreakjj,Influenza,34.9803,-101.918,"Any one with a flu game size 7Y, French blue 7Y, and alternate 7Y willing to trade with me. @SNKR_NEWS  @RetailTuesday"
Sat Jul 09 01:58:36 +0000 2016,1468029516790,751596384848080896,callum_duckett,Gastroenteritis,34.9803,-101.918,Sick to the stomach 😪
Sat Jul 09 01:58:41 +0000 2016,1468029521603,751596405035241472,alabama_girl79,Gastroenteritis,34.9803,-101.918,"@randawg6 I got an A, I was so scared, I was sick at my stomach  😄@Metallver @CrazyForJensen @METALFAMVinnie @Tat2dMedusa1 @Mortalblade ,"
Sat Jul 09 01:59:12 +0000 2016,1468029552774,751596535775891456,FluzaoG,Influenza,39.9972,-96.35,"@regismarques76 tem como vc ser presidente do flu ? Vc tem um porsche e trouxe o rojas , se trouxer romero eu tatuo seu nome nas costas"
Sat Jul 09 01:59:13 +0000 2016,1468029553902,751596540506935298,PoisonHeart626,Gastroenteritis,39.9972,-96.35,My stomach is sick and it's all in my head
Sat Jul 09 01:59:15 +0000 2016,1468029555835,751596548614565889,emilypifher9,Influenza,39.9972,-96.35,Thunderstorms are the best when you're stuck inside dying from the flu
Sat Jul 09 01:59:16 +0000 2016,1468029556938,751596553240977408,F8DEDJAY,Influenza,39.9972,-96.35,Got the flu but im still in the studio fuck it
Sat Jul 09 02:00:02 +0000 2016,1468029602898,751596746011185153,saxiola,Gastroenteritis,39.9972,-96.35,When panic disorder makes u physically sick in a public place
Sat Jul 09 02:00:03 +0000 2016,1468029603330,751596747823034374,SeluruhTips,Influenza,39.9972,-96.35,"Beberapa flu ringan, tak perlu minum obat, cukup dengan istirahat, makan teratur, minum air hangat yg rutin bisa hilang dengan sendirinya."
Sat Jul 09 02:00:10 +0000 2016,1468029610912,751596779624394752,ivycalixtro,Influenza,39.9972,-96.35,Colds and flu ugh!😣
Sat Jul 09 02:00:16 +0000 2016,1468029616985,751596805096300544,CBCNS,Influenza,39.9972,-96.35,"Bird flu confirmed on Ontario farm, 14,000 ducks to be killed https://t.co/qFozKlDXGU https://t.co/nVPt9fjayx"
Sat Jul 09 02:00:18 +0000 2016,1468029618954,751596813354807296,lalynpacheco,Influenza,39.9972,-96.35,"""Uy may trangkaso ako :((((""
""Kailangan mo ba ng abogado?""

Tangina flu kase yon eh :(((((((((((("
Sat Jul 09 02:00:22 +0000 2016,1468029622866,751596829762957312,YungKings562,Influenza,39.9972,-96.35,@McJuggerNuggets @YouTube lol I was gonna go to vidicon to see every one but then I got the flu
Sat Jul 09 02:00:32 +0000 2016,1468029632479,751596870082891776,ksechrist2,Gastroenteritis,39.9972,-96.35,My head is spinning &amp; I feel sick to my stomach 😪🤒🤕
Sat Jul 09 02:01:48 +0000 2016,1468029708784,751597190129262592,spacetwinks,Meningitis,39.9972,-96.35,"cyber brain

""yes colin""

recall image: green ranger sick tats

""processing... done""

nice https://t.co/7EUGZyLqlp"
Sat Jul 09 02:01:58 +0000 2016,1468029718713,751597231774453760,ashleysmitth_,Influenza,39.9972,-96.35,Having the flu AND a sinus infection is the worst😔
Sat Jul 09 02:02:13 +0000 2016,1468029733893,751597295443980289,whereisfx,Influenza,57.9608,-136.227,This is a great morning except the part that I'm still flu
Sat Jul 09 02:02:22 +0000 2016,1468029742981,751597333561823232,tracieekillinem,Gastroenteritis,57.9608,-136.227,"This shit really makes me sick to my stomach like, this is wrong why are people turning a blind eye to this?  https://t.co/ijQLeJsf8X"
Sat Jul 09 02:02:37 +0000 2016,1468029757032,751597392496033792,ryrin_ebooks,Gastroenteritis,57.9608,-136.227,"Goodnight, my stomach alerts me too when I get sick."
Sat Jul 09 02:02:42 +0000 2016,1468029762829,751597416810422272,alyssa_dellorso,Influenza,57.9608,-136.227,Only I would get the flu in the middle of summer 🤒
Sat Jul 09 02:02:46 +0000 2016,1468029766768,751597433331654656,icaruswalksnet,Influenza,57.9608,-136.227,Please send @blobyblo some get well vibes~ Let's not let the flu kick his @$$ Hwaiting! https://t.co/Ov6L3MXAVh
Sat Jul 09 02:02:47 +0000 2016,1468029767439,751597436146253824,AMMW97,Gastroenteritis,57.9608,-136.227,This shit makes me sick to my stomach  https://t.co/9RenoUksgS
Sat Jul 09 02:03:02 +0000 2016,1468029782029,751597497341079552,halef_cardosoj,Influenza,57.9608,-136.227,@Lucas94n kkk flu ta bancando mal mal Magno alves papai kkkk
Sat Jul 09 02:03:13 +0000 2016,1468029793616,751597545940332544,mopthelop,Influenza,57.9608,-136.227,"@RupaTheDragon in a doctors waiting room for my flu shots

also managing my pokemons in Pokemon go"
Sat Jul 09 02:03:28 +0000 2016,1468029808786,751597609568133125,rawanabullah0,Influenza,57.9608,-136.227,@rawanabullah0 flu its not really the best time really
Sat Jul 09 02:03:34 +0000 2016,1468029814119,751597631936299008,_muneii,Influenza,57.9608,-136.227,Morning flu 😪
Sat Jul 09 02:03:47 +0000 2016,1468029827312,751597687271718912,turn_daa_paige,Meningitis,57.9608,-136.227,Literally lost half my brain cells from watching this WTFFFFF https://t.co/afAK7raCne
Sat Jul 09 02:03:57 +0000 2016,1468029837014,751597727964880896,rsvp89,Acute Respiratory Illness,57.9608,-136.227,"i'm still a little sick with a fever ,just trying to get better."
Sat Jul 09 02:03:57 +0000 2016,1468029837194,751597728719785984,nurrihardi,Influenza,57.9608,-136.227,flu berat
Sat Jul 09 02:04:18 +0000 2016,1468029858798,751597819333574656,baueeerr,Influenza,57.9608,-136.227,@tweettorcidas @anardrgs muito gigante o flu
Sat Jul 09 02:05:00 +0000 2016,1468029900968,751597996207472640,chel_sea_weed,Gastroenteritis,57.9608,-136.227,That literally made me sick to my stomach
Sat Jul 09 02:05:09 +0000 2016,1468029909324,751598031254892544,MomItAll2,Gastroenteritis,57.9608,-136.227,Omg!! I'm so sick. &amp; vomiting while recovering from a c-section sucks fucking balls 😭
Sat Jul 09 02:05:23 +0000 2016,1468029923907,751598092420395008,serenitysammy,Gastroenteritis,57.9608,-136.227,This makes me sick to my stomach https://t.co/nbAqXVIADo
Sat Jul 09 02:05:28 +0000 2016,1468029928367,751598111127052288,233liveOnline,Influenza,57.9608,-136.227,General News • 'Ghanaian chicken free from bird flu – Hannah Bissiw' via @233liveOnline. Full story at https://t.co/jP5R2NpBwO
Sat Jul 09 02:05:38 +0000 2016,1468029938595,751598154026541056,Anamaria_bonita,Influenza,39.4403,-77.2083,Lemme just tell you hand foot and mouth is no joke. I would take the flu over this any day
Sat Jul 09 02:05:42 +0000 2016,1468029942475,751598170300305408,antassid,Earthquake,39.4403,-77.2083,Sick earthquake am I right????
Sat Jul 09 02:05:56 +0000 2016,1468029956920,751598230887141376,cidnonicyntia3,Influenza,39.4403,-77.2083,"""90 people get :he swine flu and everybody wants to wear a mask. A million people have AIDS and no one wants to wear a condom.""  Anonymous"
Sat Jul 09 02:06:13 +0000 2016,1468029973635,751598300994895872,papi_boogs,Influenza,39.4403,-77.2083,@Rah_McCoy ode I got the flu I'm over here dying 😅
Sat Jul 09 02:06:20 +0000 2016,1468029980818,751598331122462724,BlushesLovesIt,Gastroenteritis,39.4403,-77.2083,I'm literally sick to my stomach 😷
Sat Jul 09 02:06:21 +0000 2016,1468029981149,751598332510863360,JanetB10750681,Meningitis,39.4403,-77.2083,WTF? Another racist bastard with no brain function. None of them have. https://t.co/7n2t9YF5NV
Sat Jul 09 02:06:53 +0000 2016,1468030013348,751598467563155456,MomItAll2,Gastroenteritis,39.4403,-77.2083,"Vomited, showered, &amp; ate a freeze since I can't drink or eat. Now I feel like I can vomit again. Why am I sick right now 😭😖"
Sat Jul 09 02:07:27 +0000 2016,1468030047024,751598608810545152,KeilahManous,Influenza,39.4403,-77.2083,flu games bro .  https://t.co/JHr9r3WmNh
Sat Jul 09 02:07:29 +0000 2016,1468030049623,751598619711639552,SteamBlink,Influenza,39.4403,-77.2083,"Been a long busy few weeks, rollercoaster being sick and everything! flu one week, allergies the next, weeks are finnaly calming down now~"
Sat Jul 09 02:07:31 +0000 2016,1468030051298,751598626737184768,Lucykerr11,Gastroenteritis,39.4403,-77.2083,5 past 3 and I'm wide awake with the most horrific stomach pains that I can't actually cope with its making me feel sick
Sat Jul 09 02:08:13 +0000 2016,1468030093911,751598805468913664,VaccineTopNews,Influenza,39.4403,-77.2083,Package insert for Fluzone flu vaccine marketed to senio... https://t.co/kTmAgceqOQ via @WTP_REPORT https://t.co/y99iitJKjQ
Sat Jul 09 02:08:33 +0000 2016,1468030113137,751598886108663808,sheaa_alexis,Influenza,39.4403,-77.2083,@chloedaehne @notbrooooke I offered the flu too
Sat Jul 09 02:08:57 +0000 2016,1468030137667,751598988994809856,jessiiiiii_g,Gastroenteritis,39.4403,-77.2083,I feel so fucking sick to my stomach right now.
Sat Jul 09 02:09:06 +0000 2016,1468030146762,751599027142193152,FigDrewton,Gastroenteritis,39.4403,-77.2083,Dan Patrick next to him sick to his stomach listening to this  https://t.co/netK84Kq3K
Sat Jul 09 02:09:11 +0000 2016,1468030151672,751599047736119296,dkrwilliams,Gastroenteritis,39.4403,-77.2083,"@Conservative_VW @TRUMPMOVEMENTUS Sick to my stomach over hate groups, crooked politicians, corrupt gov., Elite agendas!  They are winning!"
Sat Jul 09 02:09:13 +0000 2016,1468030153931,751599057211166720,modestwill,Gastroenteritis,39.4403,-77.2083,"makes me sick to my stomach that my own fucking mother has to wake me up just to say ''will, be safe please. I don't want to lose you.''"
Sat Jul 09 02:09:32 +0000 2016,1468030172875,751599136668024832,nahh_cole,Gastroenteritis,42.2386,-88.1117,This makes me sick to my stomach https://t.co/KXrRQxbhim
Sat Jul 09 02:09:44 +0000 2016,1468030184792,751599186651418624,conniibabiii,Gastroenteritis,42.2386,-88.1117,Literally i feel sick to my stomach with all this hate going around.
Sat Jul 09 02:09:45 +0000 2016,1468030185683,751599190388592641,hannahfarquharr,Pertussis,42.2386,-88.1117,@annabelegray if you're calling me a hoe at least spell it right bitch - and no I'm gonna stay sick and cough on you in school :)
Sat Jul 09 02:09:50 +0000 2016,1468030190305,751599209774665729,bellarizzie,Acute Respiratory Illness,42.2386,-88.1117,Jack in the box literally made me sick. I'm about to throw up this food. I have the worst stomache ache
Sat Jul 09 02:09:58 +0000 2016,1468030198466,751599244004454400,OhHalesNaww,Gastroenteritis,42.2386,-88.1117,"I'm sick... My stomach hurts. God, protect us.  https://t.co/qCYSSwwf2j"
Sat Jul 09 02:10:37 +0000 2016,1468030237235,751599406613426176,CarmineMarconi,Gastroenteritis,42.2386,-88.1117,Way to many cowards in the world we live in today. Makes me sick to my stomach
Sat Jul 09 02:10:45 +0000 2016,1468030245041,751599439354163200,CooShoes,Influenza,42.2386,-88.1117,https://t.co/koxA0b4RiS Jordan 12 flu game
Sat Jul 09 02:10:50 +0000 2016,1468030250225,751599461097439232,sabs_lyons,Acute Respiratory Illness,42.2386,-88.1117,i've got a fever can i not get sick thanks
Sat Jul 09 02:11:14 +0000 2016,1468030274828,751599564289937408,__ICONick,Gastroenteritis,42.2386,-88.1117,People like this make sick to my stomach that I share the same earth as them. By them I mean RACISTS  https://t.co/r1Ee1eWsPO
Sat Jul 09 02:11:17 +0000 2016,1468030277022,751599573492269056,karissa_Rene,Gastroenteritis,42.2386,-88.1117,Really did make me sick to my stomach  https://t.co/wL69gUYquw
Sat Jul 09 02:11:27 +0000 2016,1468030287268,751599616466886656,iamkathymon,Influenza,42.2386,-88.1117,"@blobyblo a tablespoon of honey, squeeze 1/2 a small lemon and hot water. Does wonders for the flu and will help you feel a lot better!"
Sat Jul 09 02:11:32 +0000 2016,1468030292221,751599637241270273,iLove_Vonnie,Gastroenteritis,42.2386,-88.1117,"I know I'm ""got"" when I think of cleaning up his vomit if he gets sick  https://t.co/dKPJKhPwHH"
Sat Jul 09 02:11:37 +0000 2016,1468030297673,751599660108615680,AngelaJanae18,Gastroenteritis,42.2386,-88.1117,Getting the stomach flu a few days before orientation. Awesome
Sat Jul 09 02:12:06 +0000 2016,1468030326884,751599782628655104,baeorbea,Tick Borne Disease,42.2386,-88.1117,@LaurenJauregui I hiked a mountain on the 4th of july check out the sick pictures!! 🤗🇺🇸⛰ https://t.co/PsjWI6x7im
Sat Jul 09 02:12:31 +0000 2016,1468030351790,751599887091892224,__ICONick,Gastroenteritis,42.2386,-88.1117,"People like this make me sick to my stomach that I share the same earth as them. By ""them"" I mean RACISTS  https://t.co/r1Ee1eWsPO"
Sat Jul 09 02:12:40 +0000 2016,1468030360272,751599922667978753,jFish2311,Pertussis,42.2386,-88.1117,"Seriously, this cough needs to go away! I'm not even feeling sick in any other way, but it's been like this for 3 days!"
Sat Jul 09 02:13:10 +0000 2016,1468030390615,751600049935618048,HannahPopilchak,Gastroenteritis,29.3778,-97.8108,When you get to Calgary &amp; your mom &amp; best friend are out partying but you're stuck in bed with the stomach flu https://t.co/U4KkrrEwSf
Sat Jul 09 02:13:45 +0000 2016,1468030425562,751600196514000897,elsafitria07,Influenza,29.3778,-97.8108,flu berat
Sat Jul 09 02:13:55 +0000 2016,1468030435326,751600237467176960,KingDoornick,Gastroenteritis,29.3778,-97.8108,I'm literally I'll to my stomach https://t.co/iT3A3kpi4g
Sat Jul 09 02:14:01 +0000 2016,1468030441429,751600263065112576,captainfreiheit,Gastroenteritis,29.3778,-97.8108,this gross fucking heat makes me feel vaguely sick to my stomach all the time. sick elsewhere too but it’s the tummy bears mentioning
Sat Jul 09 02:14:21 +0000 2016,1468030461988,751600349295804416,__Morganadkins,Gastroenteritis,29.3778,-97.8108,I can't even eat without feeling sick to my stomach 😩
Sat Jul 09 02:14:30 +0000 2016,1468030470935,751600386822156288,Kaoss134,Gastroenteritis,29.3778,-97.8108,"@missbonekitty Her palms are sweaty, ears deaf, arms are heavy. There's vomit on her sweater already, sick confetti"
Sat Jul 09 02:14:46 +0000 2016,1468030486768,751600453230747648,Neuro_Hottie,Gastroenteritis,29.3778,-97.8108,@margot_who you need rest baby you are sick with a stomach virus and food poisoning.
Sat Jul 09 02:14:48 +0000 2016,1468030488510,751600460537081857,Banri_ebooks,Influenza,29.3778,-97.8108,if you have a flu just put a bandaid on your chin for a month it totally fucking works
Sat Jul 09 02:15:07 +0000 2016,1468030507241,751600539100647424,scoutcest,Influenza,29.3778,-97.8108,"me: is good
friend: tells the story abt when she har the flu for the n-th time
me: aight ready 2 go home"
Sat Jul 09 02:15:08 +0000 2016,1468030508849,751600545844998144,Buddiction,Gastroenteritis,29.3778,-97.8108,I feel sick to my stomach and I don't even know why.
Sat Jul 09 02:15:22 +0000 2016,1468030522790,751600604317908992,kenneya_duh,Gastroenteritis,29.3778,-97.8108,Makes me sick to my stomach  https://t.co/9sv1Zw9x6D
Sat Jul 09 02:15:22 +0000 2016,1468030522935,751600604926083072,Madison_Zinszer,Gastroenteritis,29.3778,-97.8108,Beyond sick to my stomach
Sat Jul 09 02:15:24 +0000 2016,1468030524942,751600613344051200,beatrizjalen,Gastroenteritis,29.3778,-97.8108,sick to my stomach
Sat Jul 09 02:15:24 +0000 2016,1468030524572,751600611792023552,Ndokruhaiyahl,Acute Respiratory Illness,29.3778,-97.8108,Muka can fight my fever and flu 💪 https://t.co/w8LysbeqPl
